i_rs	I(R_rs)	I(R_vs)	I(R_vs)/I(R_rs)
Step Information: Elec=100m  (Run: 1/4)
1.821999999999910e+000	1.821978e+000	2.233166e-005	1.225682e-005
1.822999999999910e+000	1.822978e+000	2.250496e-005	1.234517e-005
1.823999999999910e+000	1.823977e+000	2.267961e-005	1.243415e-005
1.824999999999910e+000	1.824977e+000	2.285561e-005	1.252378e-005
1.825999999999910e+000	1.825977e+000	2.303298e-005	1.261406e-005
1.826999999999910e+000	1.826977e+000	2.321172e-005	1.270499e-005
1.827999999999910e+000	1.827977e+000	2.339185e-005	1.279658e-005
1.828999999999909e+000	1.828976e+000	2.357338e-005	1.288884e-005
1.829999999999909e+000	1.829976e+000	2.375632e-005	1.298176e-005
1.830999999999909e+000	1.830976e+000	2.394068e-005	1.307536e-005
1.831999999999909e+000	1.831976e+000	2.412646e-005	1.316964e-005
1.832999999999909e+000	1.832976e+000	2.431369e-005	1.326460e-005
1.833999999999909e+000	1.833976e+000	2.450237e-005	1.336025e-005
1.834999999999909e+000	1.834975e+000	2.469251e-005	1.345659e-005
1.835999999999909e+000	1.835975e+000	2.488413e-005	1.355363e-005
1.836999999999909e+000	1.836975e+000	2.507724e-005	1.365138e-005
1.837999999999908e+000	1.837975e+000	2.527184e-005	1.374983e-005
1.838999999999908e+000	1.838974e+000	2.546796e-005	1.384900e-005
1.839999999999908e+000	1.839974e+000	2.566559e-005	1.394889e-005
1.840999999999908e+000	1.840974e+000	2.586476e-005	1.404950e-005
1.841999999999908e+000	1.841974e+000	2.606547e-005	1.415084e-005
1.842999999999908e+000	1.842974e+000	2.626774e-005	1.425291e-005
1.843999999999908e+000	1.843974e+000	2.647158e-005	1.435573e-005
1.844999999999908e+000	1.844973e+000	2.667700e-005	1.445929e-005
1.845999999999908e+000	1.845973e+000	2.688402e-005	1.456360e-005
1.846999999999907e+000	1.846973e+000	2.709264e-005	1.466867e-005
1.847999999999907e+000	1.847973e+000	2.730288e-005	1.477450e-005
1.848999999999907e+000	1.848972e+000	2.751474e-005	1.488110e-005
1.849999999999907e+000	1.849972e+000	2.772826e-005	1.498847e-005
1.850999999999907e+000	1.850972e+000	2.794343e-005	1.509662e-005
1.851999999999907e+000	1.851972e+000	2.816027e-005	1.520556e-005
1.852999999999907e+000	1.852972e+000	2.837879e-005	1.531528e-005
1.853999999999907e+000	1.853971e+000	2.859900e-005	1.542581e-005
1.854999999999907e+000	1.854971e+000	2.882093e-005	1.553713e-005
1.855999999999906e+000	1.855971e+000	2.904457e-005	1.564926e-005
1.856999999999906e+000	1.856971e+000	2.926995e-005	1.576220e-005
1.857999999999906e+000	1.857970e+000	2.949708e-005	1.587597e-005
1.858999999999906e+000	1.858970e+000	2.972597e-005	1.599056e-005
1.859999999999906e+000	1.859970e+000	2.995664e-005	1.610598e-005
1.860999999999906e+000	1.860970e+000	3.018909e-005	1.622224e-005
1.861999999999906e+000	1.861970e+000	3.042335e-005	1.633934e-005
1.862999999999906e+000	1.862969e+000	3.065943e-005	1.645729e-005
1.863999999999906e+000	1.863969e+000	3.089734e-005	1.657610e-005
1.864999999999905e+000	1.864969e+000	3.113709e-005	1.669577e-005
1.865999999999905e+000	1.865969e+000	3.137870e-005	1.681631e-005
1.866999999999905e+000	1.866968e+000	3.162218e-005	1.693772e-005
1.867999999999905e+000	1.867968e+000	3.186756e-005	1.706001e-005
1.868999999999905e+000	1.868968e+000	3.211484e-005	1.718320e-005
1.869999999999905e+000	1.869968e+000	3.236403e-005	1.730727e-005
1.870999999999905e+000	1.870967e+000	3.261516e-005	1.743225e-005
1.871999999999905e+000	1.871967e+000	3.286824e-005	1.755813e-005
1.872999999999905e+000	1.872967e+000	3.312328e-005	1.768493e-005
1.873999999999904e+000	1.873967e+000	3.338030e-005	1.781264e-005
1.874999999999904e+000	1.874966e+000	3.363931e-005	1.794129e-005
1.875999999999904e+000	1.875966e+000	3.390033e-005	1.807087e-005
1.876999999999904e+000	1.876966e+000	3.416338e-005	1.820138e-005
1.877999999999904e+000	1.877966e+000	3.442846e-005	1.833285e-005
1.878999999999904e+000	1.878965e+000	3.469560e-005	1.846527e-005
1.879999999999904e+000	1.879965e+000	3.496482e-005	1.859865e-005
1.880999999999904e+000	1.880965e+000	3.523612e-005	1.873300e-005
1.881999999999904e+000	1.881964e+000	3.550953e-005	1.886833e-005
1.882999999999903e+000	1.882964e+000	3.578505e-005	1.900464e-005
1.883999999999903e+000	1.883964e+000	3.606272e-005	1.914194e-005
1.884999999999903e+000	1.884964e+000	3.634253e-005	1.928023e-005
1.885999999999903e+000	1.885963e+000	3.662452e-005	1.941953e-005
1.886999999999903e+000	1.886963e+000	3.690870e-005	1.955984e-005
1.887999999999903e+000	1.887963e+000	3.719507e-005	1.970117e-005
1.888999999999903e+000	1.888963e+000	3.748367e-005	1.984352e-005
1.889999999999903e+000	1.889962e+000	3.777451e-005	1.998691e-005
1.890999999999903e+000	1.890962e+000	3.806760e-005	2.013134e-005
1.891999999999902e+000	1.891962e+000	3.836297e-005	2.027682e-005
1.892999999999902e+000	1.892961e+000	3.866063e-005	2.042336e-005
1.893999999999902e+000	1.893961e+000	3.896059e-005	2.057096e-005
1.894999999999902e+000	1.894961e+000	3.926288e-005	2.071963e-005
1.895999999999902e+000	1.895960e+000	3.956752e-005	2.086938e-005
1.896999999999902e+000	1.896960e+000	3.987452e-005	2.102022e-005
1.897999999999902e+000	1.897960e+000	4.018390e-005	2.117215e-005
1.898999999999902e+000	1.898960e+000	4.049568e-005	2.132519e-005
1.899999999999902e+000	1.899959e+000	4.080987e-005	2.147934e-005
1.900999999999901e+000	1.900959e+000	4.112651e-005	2.163461e-005
1.901999999999901e+000	1.901959e+000	4.144560e-005	2.179101e-005
1.902999999999901e+000	1.902958e+000	4.176716e-005	2.194854e-005
1.903999999999901e+000	1.903958e+000	4.209122e-005	2.210722e-005
1.904999999999901e+000	1.904958e+000	4.241779e-005	2.226705e-005
1.905999999999901e+000	1.905957e+000	4.274689e-005	2.242804e-005
1.906999999999901e+000	1.906957e+000	4.307854e-005	2.259020e-005
1.907999999999901e+000	1.907957e+000	4.341277e-005	2.275354e-005
1.908999999999901e+000	1.908956e+000	4.374959e-005	2.291807e-005
1.909999999999900e+000	1.909956e+000	4.408902e-005	2.308379e-005
1.910999999999900e+000	1.910956e+000	4.443108e-005	2.325071e-005
1.911999999999900e+000	1.911955e+000	4.477580e-005	2.341885e-005
1.912999999999900e+000	1.912955e+000	4.512319e-005	2.358821e-005
1.913999999999900e+000	1.913954e+000	4.547327e-005	2.375880e-005
1.914999999999900e+000	1.914954e+000	4.582606e-005	2.393063e-005
1.915999999999900e+000	1.915954e+000	4.618159e-005	2.410371e-005
1.916999999999900e+000	1.916953e+000	4.653988e-005	2.427805e-005
1.917999999999900e+000	1.917953e+000	4.690095e-005	2.445365e-005
1.918999999999900e+000	1.918953e+000	4.726482e-005	2.463053e-005
1.919999999999899e+000	1.919952e+000	4.763150e-005	2.480869e-005
1.920999999999899e+000	1.920952e+000	4.800103e-005	2.498815e-005
1.921999999999899e+000	1.921952e+000	4.837343e-005	2.516891e-005
1.922999999999899e+000	1.922951e+000	4.874872e-005	2.535099e-005
1.923999999999899e+000	1.923951e+000	4.912691e-005	2.553439e-005
1.924999999999899e+000	1.924950e+000	4.950804e-005	2.571912e-005
1.925999999999899e+000	1.925950e+000	4.989212e-005	2.590520e-005
1.926999999999899e+000	1.926950e+000	5.027918e-005	2.609263e-005
1.927999999999899e+000	1.927949e+000	5.066924e-005	2.628142e-005
1.928999999999898e+000	1.928949e+000	5.106232e-005	2.647158e-005
1.929999999999898e+000	1.929949e+000	5.145845e-005	2.666312e-005
1.930999999999898e+000	1.930948e+000	5.185766e-005	2.685606e-005
1.931999999999898e+000	1.931948e+000	5.225995e-005	2.705040e-005
1.932999999999898e+000	1.932947e+000	5.266537e-005	2.724615e-005
1.933999999999898e+000	1.933947e+000	5.307393e-005	2.744332e-005
1.934999999999898e+000	1.934947e+000	5.348566e-005	2.764193e-005
1.935999999999898e+000	1.935946e+000	5.390058e-005	2.784198e-005
1.936999999999898e+000	1.936946e+000	5.431872e-005	2.804349e-005
1.937999999999897e+000	1.937945e+000	5.474010e-005	2.824646e-005
1.938999999999897e+000	1.938945e+000	5.516474e-005	2.845091e-005
1.939999999999897e+000	1.939944e+000	5.559268e-005	2.865684e-005
1.940999999999897e+000	1.940944e+000	5.602394e-005	2.886427e-005
1.941999999999897e+000	1.941944e+000	5.645854e-005	2.907321e-005
1.942999999999897e+000	1.942943e+000	5.689650e-005	2.928367e-005
1.943999999999897e+000	1.943943e+000	5.733786e-005	2.949566e-005
1.944999999999897e+000	1.944942e+000	5.778265e-005	2.970918e-005
1.945999999999897e+000	1.945942e+000	5.823088e-005	2.992427e-005
1.946999999999896e+000	1.946941e+000	5.868258e-005	3.014091e-005
1.947999999999896e+000	1.947941e+000	5.913779e-005	3.035913e-005
1.948999999999896e+000	1.948940e+000	5.959653e-005	3.057894e-005
1.949999999999896e+000	1.949940e+000	6.005882e-005	3.080035e-005
1.950999999999896e+000	1.950939e+000	6.052470e-005	3.102336e-005
1.951999999999896e+000	1.951939e+000	6.099419e-005	3.124800e-005
1.952999999999896e+000	1.952939e+000	6.146731e-005	3.147427e-005
1.953999999999896e+000	1.953938e+000	6.194411e-005	3.170219e-005
1.954999999999896e+000	1.954938e+000	6.242459e-005	3.193176e-005
1.955999999999895e+000	1.955937e+000	6.290881e-005	3.216300e-005
1.956999999999895e+000	1.956937e+000	6.339678e-005	3.239593e-005
1.957999999999895e+000	1.957936e+000	6.388853e-005	3.263055e-005
1.958999999999895e+000	1.958936e+000	6.438409e-005	3.286687e-005
1.959999999999895e+000	1.959935e+000	6.488349e-005	3.310492e-005
1.960999999999895e+000	1.960935e+000	6.538677e-005	3.334470e-005
1.961999999999895e+000	1.961934e+000	6.589394e-005	3.358621e-005
1.962999999999895e+000	1.962934e+000	6.640505e-005	3.382949e-005
1.963999999999895e+000	1.963933e+000	6.692011e-005	3.407454e-005
1.964999999999894e+000	1.964933e+000	6.743917e-005	3.432137e-005
1.965999999999894e+000	1.965932e+000	6.796225e-005	3.456999e-005
1.966999999999894e+000	1.966931e+000	6.848938e-005	3.482042e-005
1.967999999999894e+000	1.967931e+000	6.902060e-005	3.507267e-005
1.968999999999894e+000	1.968930e+000	6.955594e-005	3.532676e-005
1.969999999999894e+000	1.969930e+000	7.009543e-005	3.558270e-005
1.970999999999894e+000	1.970929e+000	7.063909e-005	3.584050e-005
1.971999999999894e+000	1.971929e+000	7.118697e-005	3.610017e-005
1.972999999999894e+000	1.972928e+000	7.173909e-005	3.636173e-005
1.973999999999893e+000	1.973928e+000	7.229550e-005	3.662520e-005
1.974999999999893e+000	1.974927e+000	7.285622e-005	3.689058e-005
1.975999999999893e+000	1.975927e+000	7.342128e-005	3.715790e-005
1.976999999999893e+000	1.976926e+000	7.399072e-005	3.742716e-005
1.977999999999893e+000	1.977925e+000	7.456457e-005	3.769837e-005
1.978999999999893e+000	1.978925e+000	7.514287e-005	3.797156e-005
1.979999999999893e+000	1.979924e+000	7.572565e-005	3.824674e-005
1.980999999999893e+000	1.980924e+000	7.631295e-005	3.852392e-005
1.981999999999893e+000	1.981923e+000	7.690479e-005	3.880312e-005
1.982999999999892e+000	1.982923e+000	7.750123e-005	3.908435e-005
1.983999999999892e+000	1.983922e+000	7.810228e-005	3.936762e-005
1.984999999999892e+000	1.984921e+000	7.870799e-005	3.965295e-005
1.985999999999892e+000	1.985921e+000	7.931840e-005	3.994037e-005
1.986999999999892e+000	1.986920e+000	7.993353e-005	4.022987e-005
1.987999999999892e+000	1.987919e+000	8.055344e-005	4.052148e-005
1.988999999999892e+000	1.988919e+000	8.117814e-005	4.081521e-005
1.989999999999892e+000	1.989918e+000	8.180768e-005	4.111108e-005
1.990999999999892e+000	1.990918e+000	8.244210e-005	4.140910e-005
1.991999999999891e+000	1.991917e+000	8.308144e-005	4.170929e-005
1.992999999999891e+000	1.992916e+000	8.372572e-005	4.201166e-005
1.993999999999891e+000	1.993916e+000	8.437501e-005	4.231624e-005
1.994999999999891e+000	1.994915e+000	8.502932e-005	4.262303e-005
1.995999999999891e+000	1.995914e+000	8.568870e-005	4.293205e-005
1.996999999999891e+000	1.996914e+000	8.635319e-005	4.324333e-005
1.997999999999891e+000	1.997913e+000	8.702283e-005	4.355686e-005
1.998999999999891e+000	1.998912e+000	8.769765e-005	4.387268e-005
1.999999999999891e+000	1.999912e+000	8.837770e-005	4.419080e-005
2.000999999999891e+000	2.000911e+000	8.906302e-005	4.451123e-005
2.001999999999891e+000	2.001910e+000	8.975364e-005	4.483400e-005
2.002999999999890e+000	2.002910e+000	9.044963e-005	4.515911e-005
2.003999999999890e+000	2.003909e+000	9.115099e-005	4.548660e-005
2.004999999999890e+000	2.004908e+000	9.185779e-005	4.581646e-005
2.005999999999890e+000	2.005908e+000	9.257007e-005	4.614872e-005
2.006999999999890e+000	2.006907e+000	9.328786e-005	4.648341e-005
2.007999999999890e+000	2.007906e+000	9.401121e-005	4.682053e-005
2.008999999999890e+000	2.008905e+000	9.474017e-005	4.716010e-005
2.009999999999890e+000	2.009905e+000	9.547477e-005	4.750214e-005
2.010999999999890e+000	2.010904e+000	9.621507e-005	4.784668e-005
2.011999999999889e+000	2.011903e+000	9.696109e-005	4.819372e-005
2.012999999999889e+000	2.012902e+000	9.771289e-005	4.854329e-005
2.013999999999889e+000	2.013901e+000	9.847052e-005	4.889540e-005
2.014999999999889e+000	2.014901e+000	9.923401e-005	4.925008e-005
2.015999999999889e+000	2.015900e+000	1.000034e-004	4.960733e-005
2.016999999999889e+000	2.016899e+000	1.007788e-004	4.996719e-005
2.017999999999889e+000	2.017898e+000	1.015602e-004	5.032967e-005
2.018999999999889e+000	2.018898e+000	1.023476e-004	5.069478e-005
2.019999999999889e+000	2.019897e+000	1.031411e-004	5.106256e-005
2.020999999999888e+000	2.020896e+000	1.039408e-004	5.143301e-005
2.021999999999888e+000	2.021895e+000	1.047466e-004	5.180615e-005
2.022999999999888e+000	2.022894e+000	1.055587e-004	5.218202e-005
2.023999999999888e+000	2.023894e+000	1.063771e-004	5.256061e-005
2.024999999999888e+000	2.024893e+000	1.072018e-004	5.294197e-005
2.025999999999888e+000	2.025892e+000	1.080329e-004	5.332610e-005
2.026999999999888e+000	2.026891e+000	1.088705e-004	5.371302e-005
2.027999999999888e+000	2.027890e+000	1.097145e-004	5.410277e-005
2.028999999999888e+000	2.028889e+000	1.105650e-004	5.449535e-005
2.029999999999888e+000	2.029889e+000	1.114222e-004	5.489079e-005
2.030999999999887e+000	2.030888e+000	1.122860e-004	5.528911e-005
2.031999999999887e+000	2.031887e+000	1.131564e-004	5.569033e-005
2.032999999999887e+000	2.032886e+000	1.140337e-004	5.609447e-005
2.033999999999887e+000	2.033885e+000	1.149177e-004	5.650155e-005
2.034999999999887e+000	2.034884e+000	1.158085e-004	5.691160e-005
2.035999999999887e+000	2.035883e+000	1.167063e-004	5.732463e-005
2.036999999999887e+000	2.036882e+000	1.176109e-004	5.774066e-005
2.037999999999887e+000	2.037881e+000	1.185226e-004	5.815973e-005
2.038999999999887e+000	2.038881e+000	1.194414e-004	5.858184e-005
2.039999999999886e+000	2.039880e+000	1.203673e-004	5.900704e-005
2.040999999999886e+000	2.040879e+000	1.213003e-004	5.943532e-005
2.041999999999886e+000	2.041878e+000	1.222405e-004	5.986673e-005
2.042999999999886e+000	2.042877e+000	1.231881e-004	6.030128e-005
2.043999999999886e+000	2.043876e+000	1.241429e-004	6.073898e-005
2.044999999999886e+000	2.044875e+000	1.251052e-004	6.117987e-005
2.045999999999886e+000	2.045874e+000	1.260749e-004	6.162398e-005
2.046999999999886e+000	2.046873e+000	1.270521e-004	6.207132e-005
2.047999999999886e+000	2.047872e+000	1.280369e-004	6.252191e-005
2.048999999999885e+000	2.048871e+000	1.290293e-004	6.297579e-005
2.049999999999885e+000	2.049870e+000	1.300294e-004	6.343297e-005
2.050999999999885e+000	2.050869e+000	1.310372e-004	6.389348e-005
2.051999999999885e+000	2.051868e+000	1.320528e-004	6.435734e-005
2.052999999999885e+000	2.052867e+000	1.330762e-004	6.482458e-005
2.053999999999885e+000	2.053866e+000	1.341076e-004	6.529523e-005
2.054999999999885e+000	2.054865e+000	1.351470e-004	6.576929e-005
2.055999999999885e+000	2.055864e+000	1.361944e-004	6.624681e-005
2.056999999999885e+000	2.056863e+000	1.372500e-004	6.672781e-005
2.057999999999884e+000	2.057862e+000	1.383136e-004	6.721231e-005
2.058999999999884e+000	2.058861e+000	1.393856e-004	6.770034e-005
2.059999999999884e+000	2.059860e+000	1.404658e-004	6.819192e-005
2.060999999999884e+000	2.060858e+000	1.415543e-004	6.868707e-005
2.061999999999884e+000	2.061857e+000	1.426513e-004	6.918584e-005
2.062999999999884e+000	2.062856e+000	1.437568e-004	6.968824e-005
2.063999999999884e+000	2.063855e+000	1.448708e-004	7.019429e-005
2.064999999999884e+000	2.064854e+000	1.459935e-004	7.070403e-005
2.065999999999884e+000	2.065853e+000	1.471248e-004	7.121748e-005
2.066999999999883e+000	2.066852e+000	1.482649e-004	7.173467e-005
2.067999999999883e+000	2.067851e+000	1.494138e-004	7.225562e-005
2.068999999999883e+000	2.068849e+000	1.505716e-004	7.278037e-005
2.069999999999883e+000	2.069848e+000	1.517384e-004	7.330894e-005
2.070999999999883e+000	2.070847e+000	1.529141e-004	7.384135e-005
2.071999999999883e+000	2.071846e+000	1.540990e-004	7.437764e-005
2.072999999999883e+000	2.072845e+000	1.552930e-004	7.491784e-005
2.073999999999883e+000	2.073843e+000	1.564963e-004	7.546197e-005
2.074999999999883e+000	2.074842e+000	1.577089e-004	7.601007e-005
2.075999999999882e+000	2.075841e+000	1.589309e-004	7.656215e-005
2.076999999999882e+000	2.076840e+000	1.601622e-004	7.711824e-005
2.077999999999882e+000	2.077839e+000	1.614032e-004	7.767840e-005
2.078999999999882e+000	2.078837e+000	1.626537e-004	7.824263e-005
2.079999999999882e+000	2.079836e+000	1.639139e-004	7.881097e-005
2.080999999999882e+000	2.080835e+000	1.651838e-004	7.938344e-005
2.081999999999882e+000	2.081834e+000	1.664636e-004	7.996009e-005
2.082999999999882e+000	2.082832e+000	1.677533e-004	8.054093e-005
2.083999999999882e+000	2.083831e+000	1.690529e-004	8.112601e-005
2.084999999999881e+000	2.084830e+000	1.703626e-004	8.171534e-005
2.085999999999881e+000	2.085828e+000	1.716824e-004	8.230896e-005
2.086999999999881e+000	2.086827e+000	1.730124e-004	8.290690e-005
2.087999999999881e+000	2.087826e+000	1.743527e-004	8.350921e-005
2.088999999999881e+000	2.088824e+000	1.757033e-004	8.411589e-005
2.089999999999881e+000	2.089823e+000	1.770644e-004	8.472698e-005
2.090999999999881e+000	2.090822e+000	1.784360e-004	8.534253e-005
2.091999999999881e+000	2.091820e+000	1.798182e-004	8.596257e-005
2.092999999999881e+000	2.092819e+000	1.812111e-004	8.658711e-005
2.093999999999880e+000	2.093817e+000	1.826148e-004	8.721619e-005
2.094999999999880e+000	2.094816e+000	1.840293e-004	8.784987e-005
2.095999999999880e+000	2.095814e+000	1.854548e-004	8.848816e-005
2.096999999999880e+000	2.096813e+000	1.868912e-004	8.913109e-005
2.097999999999880e+000	2.097812e+000	1.883388e-004	8.977870e-005
2.098999999999880e+000	2.098810e+000	1.897976e-004	9.043103e-005
2.099999999999880e+000	2.099809e+000	1.912676e-004	9.108810e-005
2.100999999999880e+000	2.100807e+000	1.927490e-004	9.174997e-005
2.101999999999880e+000	2.101806e+000	1.942418e-004	9.241665e-005
2.102999999999879e+000	2.102804e+000	1.957462e-004	9.308818e-005
2.103999999999879e+000	2.103803e+000	1.972622e-004	9.376460e-005
2.104999999999879e+000	2.104801e+000	1.987899e-004	9.444594e-005
2.105999999999879e+000	2.105800e+000	2.003294e-004	9.513224e-005
2.106999999999879e+000	2.106798e+000	2.018808e-004	9.582353e-005
2.107999999999879e+000	2.107797e+000	2.034442e-004	9.651986e-005
2.108999999999879e+000	2.108795e+000	2.050197e-004	9.722128e-005
2.109999999999879e+000	2.109793e+000	2.066074e-004	9.792778e-005
2.110999999999879e+000	2.110792e+000	2.082073e-004	9.863943e-005
2.111999999999878e+000	2.111790e+000	2.098196e-004	9.935626e-005
2.112999999999878e+000	2.112788e+000	2.114443e-004	1.000783e-004
2.113999999999878e+000	2.113787e+000	2.130816e-004	1.008056e-004
2.114999999999878e+000	2.114785e+000	2.147315e-004	1.015382e-004
2.115999999999878e+000	2.115784e+000	2.163942e-004	1.022761e-004
2.116999999999878e+000	2.116782e+000	2.180697e-004	1.030194e-004
2.117999999999878e+000	2.117780e+000	2.197581e-004	1.037681e-004
2.118999999999878e+000	2.118778e+000	2.214596e-004	1.045223e-004
2.119999999999878e+000	2.119777e+000	2.231742e-004	1.052820e-004
2.120999999999877e+000	2.120775e+000	2.249021e-004	1.060471e-004
2.121999999999877e+000	2.121773e+000	2.266433e-004	1.068179e-004
2.122999999999877e+000	2.122772e+000	2.283980e-004	1.075942e-004
2.123999999999877e+000	2.123770e+000	2.301662e-004	1.083762e-004
2.124999999999877e+000	2.124768e+000	2.319481e-004	1.091639e-004
2.125999999999877e+000	2.125766e+000	2.337437e-004	1.099574e-004
2.126999999999877e+000	2.126765e+000	2.355531e-004	1.107566e-004
2.127999999999877e+000	2.127763e+000	2.373766e-004	1.115616e-004
2.128999999999877e+000	2.128761e+000	2.392141e-004	1.123725e-004
2.129999999999876e+000	2.129759e+000	2.410658e-004	1.131893e-004
2.130999999999876e+000	2.130757e+000	2.429318e-004	1.140120e-004
2.131999999999876e+000	2.131755e+000	2.448122e-004	1.148407e-004
2.132999999999876e+000	2.132753e+000	2.467071e-004	1.156754e-004
2.133999999999876e+000	2.133751e+000	2.486167e-004	1.165162e-004
2.134999999999876e+000	2.134749e+000	2.505410e-004	1.173632e-004
2.135999999999876e+000	2.135747e+000	2.524801e-004	1.182163e-004
2.136999999999876e+000	2.136745e+000	2.544342e-004	1.190756e-004
2.137999999999876e+000	2.137744e+000	2.564034e-004	1.199411e-004
2.138999999999875e+000	2.138741e+000	2.583877e-004	1.208130e-004
2.139999999999875e+000	2.139740e+000	2.603874e-004	1.216912e-004
2.140999999999875e+000	2.140738e+000	2.624026e-004	1.225758e-004
2.141999999999875e+000	2.141736e+000	2.644332e-004	1.234668e-004
2.142999999999875e+000	2.142734e+000	2.664795e-004	1.243643e-004
2.143999999999875e+000	2.143731e+000	2.685416e-004	1.252683e-004
2.144999999999875e+000	2.144729e+000	2.706196e-004	1.261789e-004
2.145999999999875e+000	2.145727e+000	2.727137e-004	1.270961e-004
2.146999999999875e+000	2.146725e+000	2.748239e-004	1.280201e-004
2.147999999999875e+000	2.147723e+000	2.769504e-004	1.289507e-004
2.148999999999874e+000	2.148721e+000	2.790932e-004	1.298881e-004
2.149999999999874e+000	2.149719e+000	2.812526e-004	1.308323e-004
2.150999999999874e+000	2.150717e+000	2.834287e-004	1.317834e-004
2.151999999999874e+000	2.151714e+000	2.856215e-004	1.327414e-004
2.152999999999874e+000	2.152712e+000	2.878313e-004	1.337063e-004
2.153999999999874e+000	2.153710e+000	2.900581e-004	1.346783e-004
2.154999999999874e+000	2.154708e+000	2.923020e-004	1.356574e-004
2.155999999999874e+000	2.155705e+000	2.945633e-004	1.366436e-004
2.156999999999874e+000	2.156703e+000	2.968420e-004	1.376369e-004
2.157999999999873e+000	2.157701e+000	2.991382e-004	1.386375e-004
2.158999999999873e+000	2.158699e+000	3.014521e-004	1.396453e-004
2.159999999999873e+000	2.159696e+000	3.037839e-004	1.406605e-004
2.160999999999873e+000	2.160694e+000	3.061337e-004	1.416831e-004
2.161999999999873e+000	2.161691e+000	3.085016e-004	1.427130e-004
2.162999999999873e+000	2.162689e+000	3.108877e-004	1.437505e-004
2.163999999999873e+000	2.163687e+000	3.132922e-004	1.447955e-004
2.164999999999873e+000	2.164684e+000	3.157152e-004	1.458482e-004
2.165999999999873e+000	2.165682e+000	3.181570e-004	1.469085e-004
2.166999999999872e+000	2.166679e+000	3.206175e-004	1.479764e-004
2.167999999999872e+000	2.167677e+000	3.230970e-004	1.490522e-004
2.168999999999872e+000	2.168674e+000	3.255956e-004	1.501357e-004
2.169999999999872e+000	2.169672e+000	3.281134e-004	1.512272e-004
2.170999999999872e+000	2.170669e+000	3.306506e-004	1.523266e-004
2.171999999999872e+000	2.171667e+000	3.332074e-004	1.534339e-004
2.172999999999872e+000	2.172664e+000	3.357839e-004	1.545494e-004
2.173999999999872e+000	2.173662e+000	3.383802e-004	1.556729e-004
2.174999999999872e+000	2.174659e+000	3.409965e-004	1.568046e-004
2.175999999999871e+000	2.175656e+000	3.436329e-004	1.579445e-004
2.176999999999871e+000	2.176654e+000	3.462897e-004	1.590927e-004
2.177999999999871e+000	2.177651e+000	3.489669e-004	1.602492e-004
2.178999999999871e+000	2.178648e+000	3.516648e-004	1.614142e-004
2.179999999999871e+000	2.179646e+000	3.543834e-004	1.625876e-004
2.180999999999871e+000	2.180643e+000	3.571229e-004	1.637695e-004
2.181999999999871e+000	2.181640e+000	3.598835e-004	1.649601e-004
2.182999999999871e+000	2.182637e+000	3.626654e-004	1.661592e-004
2.183999999999871e+000	2.183635e+000	3.654687e-004	1.673671e-004
2.184999999999870e+000	2.184632e+000	3.682935e-004	1.685838e-004
2.185999999999870e+000	2.185629e+000	3.711401e-004	1.698093e-004
2.186999999999870e+000	2.186626e+000	3.740087e-004	1.710437e-004
2.187999999999870e+000	2.187623e+000	3.768992e-004	1.722871e-004
2.188999999999870e+000	2.188620e+000	3.798121e-004	1.735395e-004
2.189999999999870e+000	2.189617e+000	3.827473e-004	1.748010e-004
2.190999999999870e+000	2.190614e+000	3.857051e-004	1.760717e-004
2.191999999999870e+000	2.191611e+000	3.886857e-004	1.773516e-004
2.192999999999870e+000	2.192608e+000	3.916892e-004	1.786408e-004
2.193999999999869e+000	2.193605e+000	3.947158e-004	1.799393e-004
2.194999999999869e+000	2.194602e+000	3.977657e-004	1.812473e-004
2.195999999999869e+000	2.195599e+000	4.008391e-004	1.825648e-004
2.196999999999869e+000	2.196596e+000	4.039360e-004	1.838918e-004
2.197999999999869e+000	2.197593e+000	4.070568e-004	1.852285e-004
2.198999999999869e+000	2.198590e+000	4.102016e-004	1.865749e-004
2.199999999999869e+000	2.199587e+000	4.133706e-004	1.879310e-004
2.200999999999869e+000	2.200583e+000	4.165639e-004	1.892970e-004
2.201999999999869e+000	2.201580e+000	4.197818e-004	1.906730e-004
2.202999999999868e+000	2.202577e+000	4.230244e-004	1.920589e-004
2.203999999999868e+000	2.203574e+000	4.262920e-004	1.934548e-004
2.204999999999868e+000	2.204571e+000	4.295846e-004	1.948609e-004
2.205999999999868e+000	2.205567e+000	4.329026e-004	1.962772e-004
2.206999999999868e+000	2.206564e+000	4.362461e-004	1.977038e-004
2.207999999999868e+000	2.207560e+000	4.396153e-004	1.991408e-004
2.208999999999868e+000	2.208557e+000	4.430103e-004	2.005881e-004
2.209999999999868e+000	2.209553e+000	4.464314e-004	2.020460e-004
2.210999999999868e+000	2.210550e+000	4.498788e-004	2.035144e-004
2.211999999999867e+000	2.211547e+000	4.533527e-004	2.049935e-004
2.212999999999867e+000	2.212543e+000	4.568533e-004	2.064833e-004
2.213999999999867e+000	2.213540e+000	4.603807e-004	2.079840e-004
2.214999999999867e+000	2.214536e+000	4.639353e-004	2.094955e-004
2.215999999999867e+000	2.215533e+000	4.675172e-004	2.110180e-004
2.216999999999867e+000	2.216529e+000	4.711265e-004	2.125515e-004
2.217999999999867e+000	2.217525e+000	4.747636e-004	2.140961e-004
2.218999999999867e+000	2.218522e+000	4.784286e-004	2.156520e-004
